 frequency       gain_vv         gain_db         phase_deg      
 1.00000000e-03  1.76161252e-10 -1.95081792e+02 -1.57136972e+00 
 1.02920053e-03  1.92048264e-10 -1.94331792e+02 -1.57138647e+00 
 1.05925373e-03  2.09368038e-10 -1.93581792e+02 -1.57140370e+00 
 1.09018449e-03  2.28249788e-10 -1.92831792e+02 -1.57142143e+00 
 1.12201845e-03  2.48834378e-10 -1.92081792e+02 -1.57143969e+00 
 1.15478198e-03  2.71275378e-10 -1.91331792e+02 -1.57145847e+00 
 1.18850223e-03  2.95740209e-10 -1.90581792e+02 -1.57147781e+00 
 1.22320712e-03  3.22411388e-10 -1.89831793e+02 -1.57149771e+00 
 1.25892541e-03  3.51487893e-10 -1.89081793e+02 -1.57151819e+00 
 1.29568670e-03  3.83186648e-10 -1.88331793e+02 -1.57153927e+00 
 1.33352143e-03  4.17744138e-10 -1.87581793e+02 -1.57156096e+00 
 1.37246096e-03  4.55418178e-10 -1.86831793e+02 -1.57158329e+00 
 1.41253754e-03  4.96489832e-10 -1.86081793e+02 -1.57160627e+00 
 1.45378439e-03  5.41265511e-10 -1.85331793e+02 -1.57162992e+00 
 1.49623566e-03  5.90079261e-10 -1.84581793e+02 -1.57165426e+00 
 1.53992653e-03  6.43295254e-10 -1.83831793e+02 -1.57167931e+00 
 1.58489319e-03  7.01310503e-10 -1.83081793e+02 -1.57170510e+00 
 1.63117291e-03  7.64557827e-10 -1.82331793e+02 -1.57173163e+00 
 1.67880402e-03  8.33509078e-10 -1.81581793e+02 -1.57175894e+00 
 1.72782598e-03  9.08678661e-10 -1.80831793e+02 -1.57178705e+00 
 1.77827941e-03  9.90627373e-10 -1.80081794e+02 -1.57181598e+00 
 1.83020611e-03  1.07996659e-09 -1.79331794e+02 -1.57184576e+00 
 1.88364909e-03  1.17736281e-09 -1.78581794e+02 -1.57187640e+00 
 1.93865264e-03  1.28354266e-09 -1.77831794e+02 -1.57190794e+00 
 1.99526231e-03  1.39929828e-09 -1.77081794e+02 -1.57194040e+00 
 2.05352503e-03  1.52549326e-09 -1.76331794e+02 -1.57197381e+00 
 2.11348904e-03  1.66306907e-09 -1.75581794e+02 -1.57200819e+00 
 2.17520403e-03  1.81305207e-09 -1.74831794e+02 -1.57204358e+00 
 2.23872114e-03  1.97656122e-09 -1.74081795e+02 -1.57208000e+00 
 2.30409298e-03  2.15481634e-09 -1.73331795e+02 -1.57211748e+00 
 2.37137371e-03  2.34914731e-09 -1.72581795e+02 -1.57215606e+00 
 2.44061907e-03  2.56100391e-09 -1.71831795e+02 -1.57219577e+00 
 2.51188643e-03  2.79196668e-09 -1.71081795e+02 -1.57223663e+00 
 2.58523484e-03  3.04375870e-09 -1.70331796e+02 -1.57227869e+00 
 2.66072506e-03  3.31825845e-09 -1.69581796e+02 -1.57232197e+00 
 2.73841963e-03  3.61751380e-09 -1.68831796e+02 -1.57236652e+00 
 2.81838293e-03  3.94375732e-09 -1.68081796e+02 -1.57241237e+00 
 2.90068120e-03  4.29942294e-09 -1.67331797e+02 -1.57245956e+00 
 2.98538262e-03  4.68716406e-09 -1.66581797e+02 -1.57250813e+00 
 3.07255737e-03  5.10987338e-09 -1.65831797e+02 -1.57255812e+00 
 3.16227766e-03  5.57070451e-09 -1.65081798e+02 -1.57260956e+00 
 3.25461783e-03  6.07309542e-09 -1.64331798e+02 -1.57266251e+00 
 3.34965439e-03  6.62079417e-09 -1.63581798e+02 -1.57271700e+00 
 3.44746607e-03  7.21788681e-09 -1.62831799e+02 -1.57277309e+00 
 3.54813389e-03  7.86882789e-09 -1.62081799e+02 -1.57283081e+00 
 3.65174127e-03  8.57847370e-09 -1.61331800e+02 -1.57289022e+00 
 3.75837404e-03  9.35211850e-09 -1.60581800e+02 -1.57295136e+00 
 3.86812055e-03  1.01955340e-08 -1.59831800e+02 -1.57301429e+00 
 3.98107171e-03  1.11150124e-08 -1.59081801e+02 -1.57307905e+00 
 4.09732110e-03  1.21174133e-08 -1.58331802e+02 -1.57314571e+00 
 4.21696503e-03  1.32102152e-08 -1.57581802e+02 -1.57321431e+00 
 4.34010264e-03  1.44015707e-08 -1.56831803e+02 -1.57328492e+00 
 4.46683592e-03  1.57003679e-08 -1.56081803e+02 -1.57335759e+00 
 4.59726989e-03  1.71162962e-08 -1.55331804e+02 -1.57343238e+00 
 4.73151259e-03  1.86599191e-08 -1.54581805e+02 -1.57350935e+00 
