 time            v(vin)          v(b1_collector) v(b2_collector) v(vout_drv)     v(vfilt1)       v(vout_final)   i(vdd)         
 0.00000000e+00  2.50000000e+00  4.53812860e+00  4.53812860e+00  2.50000000e+00  2.50000000e+00  2.50000000e+00 -2.52844889e-05 
 5.00000000e-08  2.50000031e+00  4.53812855e+00  4.53812861e+00  2.50000001e+00  2.50000000e+00  2.50000000e+00 -2.52844892e-05 
 1.00000000e-07  2.50000063e+00  4.53812845e+00  4.53812864e+00  2.50000003e+00  2.50000000e+00  2.50000000e+00 -2.52844900e-05 
 2.00000000e-07  2.50000126e+00  4.53812815e+00  4.53812873e+00  2.50000013e+00  2.50000000e+00  2.50000000e+00 -2.52844919e-05 
 4.00000000e-07  2.50000251e+00  4.53812698e+00  4.53812940e+00  2.50000080e+00  2.50000004e+00  2.50000000e+00 -2.52844968e-05 
 8.00000000e-07  2.50000503e+00  4.53812261e+00  4.53813409e+00  2.50000549e+00  2.50000052e+00  2.50000005e+00 -2.52844935e-05 
 1.60000000e-06  2.50001005e+00  4.53810738e+00  4.53816499e+00  2.50003639e+00  2.50000596e+00  2.50000099e+00 -2.52843359e-05 
 3.20000000e-06  2.50002010e+00  4.53805967e+00  4.53834003e+00  2.50021142e+00  2.50005683e+00  2.50001669e+00 -2.52830532e-05 
 6.40000000e-06  2.50004020e+00  4.53793191e+00  4.53911519e+00  2.50098655e+00  2.50040659e+00  2.50019312e+00 -2.52765245e-05 
 1.14000000e-05  2.50007157e+00  4.53770709e+00  4.54100867e+00  2.50287984e+00  2.50161406e+00  2.50104438e+00 -2.52596898e-05 
 1.64000000e-05  2.50010286e+00  4.53747872e+00  4.54320662e+00  2.50507739e+00  2.50338721e+00  2.50256131e+00 -2.52398161e-05 
 2.14000000e-05  2.50013406e+00  4.53725107e+00  4.54543516e+00  2.50730530e+00  2.50542894e+00  2.50448502e+00 -2.52196262e-05 
 2.64000000e-05  2.50016512e+00  4.53702409e+00  4.54765332e+00  2.50952262e+00  2.50757608e+00  2.50658657e+00 -2.51995343e-05 
 3.14000000e-05  2.50019601e+00  4.53679803e+00  4.54985693e+00  2.51172517e+00  2.50975794e+00  2.50875369e+00 -2.51795800e-05 
 3.64000000e-05  2.50022672e+00  4.53657312e+00  4.55204361e+00  2.51391057e+00  2.51194408e+00  2.51093840e+00 -2.51597850e-05 
